frame_no,eth_src_address,eth_dst_address,ip_src,ip_dst,tcp_src_port,tcp_dst_port,udp_src_port,udp_dst_port,frame_relative_time,frame_length,frame_arival_time,malicious
8303515,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,3699.0,80.0,,,-36596772.991341,60,"Jun 13, 2010 00:45:27.484451000 India Standard Time",1
8228747,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,74.63.40.21,1374.0,80.0,,,-36596946.007614,60,"Jun 13, 2010 00:42:34.468178000 India Standard Time",1
323046,00:1e:49:db:19:c3,08:00:27:b5:b7:19,217.107.217.16,147.32.84.180,,,53.0,2077.0,17224.067153,134,"Aug 10, 2011 19:18:44.542945000 India Standard Time",1
8201729,00:01:02:72:ab:55,00:e0:b1:87:f5:94,198.164.30.2,192.168.5.122,,,53.0,31683.0,-36597005.978636,152,"Jun 13, 2010 00:41:34.497156000 India Standard Time",1
445413,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,3369.0,,,317925.265556,1514,"Aug 14, 2011 06:50:25.741348000 India Standard Time",1
9094199,00:01:02:72:ab:55,00:e0:b1:87:f5:94,8.12.202.126,192.168.3.114,80.0,1988.0,,,-36576720.460202,60,"Jun 13, 2010 06:19:40.015590000 India Standard Time",0
6600355,00:01:02:72:ab:55,00:e0:b1:87:f5:94,144.140.29.252,192.168.4.120,80.0,4364.0,,,-36622283.12984,1434,"Jun 12, 2010 17:40:17.345952000 India Standard Time",1
7789570,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,74.63.40.21,1240.0,80.0,,,-36600331.749769,60,"Jun 12, 2010 23:46:08.726023000 India Standard Time",1
6508356,00:01:02:72:ab:55,00:e0:b1:87:f5:94,74.208.84.174,192.168.1.104,80.0,18013.0,,,-36623145.951526,1514,"Jun 12, 2010 17:25:54.524266000 India Standard Time",0
5165081,00:01:02:72:ab:55,00:e0:b1:87:f5:94,78.136.17.125,192.168.2.108,80.0,2524.0,,,-36632396.391948,62,"Jun 12, 2010 14:51:44.083844000 India Standard Time",0
2201892,00:44:66:fc:29:af,00:55:22:af:c6:37,24.176.29.223,172.16.2.14,,,36342.0,15610.0,-121112653.95948,96,"Oct  8, 2007 20:07:26.516312000 India Standard Time",0
5462143,00:0d:60:96:ad:25,00:e0:b1:87:f5:94,192.168.3.116,142.166.14.79,4817.0,80.0,,,-36631834.881665,178,"Jun 12, 2010 15:01:05.594127000 India Standard Time",0
2158047,00:44:66:fc:29:af,00:55:22:af:c6:37,24.176.29.223,172.16.2.14,,,36342.0,15610.0,-121112956.214686,96,"Oct  8, 2007 20:02:24.261106000 India Standard Time",0
938610,08:00:27:b5:b7:19,08:00:27:e2:09:2d,147.32.84.165,147.32.84.191,,,7600.0,7600.0,776840.620466,1098,"Aug 19, 2011 14:19:01.096258000 India Standard Time",0
6647094,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.2.112,110.0,2279.0,,,-36621535.185763,70,"Jun 12, 2010 17:52:45.290029000 India Standard Time",1
1440693,00:44:66:fc:29:af,00:55:22:af:c6:37,68.142.120.174,172.16.2.2,80.0,2805.0,,,-121114876.747679,96,"Oct  8, 2007 19:30:23.728113000 India Standard Time",0
4786874,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1660.0,80.0,,,-36634043.718538,60,"Jun 12, 2010 14:24:16.757254000 India Standard Time",1
5334599,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.55.206.199,192.168.3.117,80.0,4902.0,,,-36632059.721269,1514,"Jun 12, 2010 14:57:20.754523000 India Standard Time",0
8700236,00:0d:60:96:ac:f6,00:e0:b1:87:f5:94,192.168.4.118,125.6.164.51,4402.0,80.0,,,-36589104.927697,62,"Jun 13, 2010 02:53:15.548095000 India Standard Time",1
4344412,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49672.0,21.0,,,-36635943.412845,191,"Jun 12, 2010 13:52:37.062947000 India Standard Time",1
2818374,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121102704.601319,96,"Oct  8, 2007 22:53:15.874473000 India Standard Time",0
8191186,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597030.60571,1434,"Jun 13, 2010 00:41:09.870082000 India Standard Time",1
2877849,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121102073.365996,66,"Oct  8, 2007 23:03:47.109796000 India Standard Time",0
7960355,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597626.713794,1434,"Jun 13, 2010 00:31:13.761998000 India Standard Time",1
5764763,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,69.192.24.88,2833.0,80.0,,,-36631116.808829,60,"Jun 12, 2010 15:13:03.666963000 India Standard Time",0
8016074,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597481.583883,1434,"Jun 13, 2010 00:33:38.891909000 India Standard Time",1
3426234,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.1.102,22.0,2401.0,,,-36655155.858778,1514,"Jun 12, 2010 08:32:24.617014000 India Standard Time",1
7238467,00:01:02:72:ab:55,00:e0:b1:87:f5:94,142.166.14.70,192.168.3.117,80.0,3013.0,,,-36611877.430242,1514,"Jun 12, 2010 20:33:43.045550000 India Standard Time",0
5010000,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,69.192.24.88,2164.0,80.0,,,-36633002.989125,60,"Jun 12, 2010 14:41:37.486667000 India Standard Time",0
522697,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,1641.0,,,325712.787802,430,"Aug 14, 2011 09:00:13.263594000 India Standard Time",1
7798459,00:01:02:72:ab:55,00:e0:b1:87:f5:94,221.143.48.155,192.168.2.111,80.0,3942.0,,,-36600054.48598,822,"Jun 12, 2010 23:50:45.989812000 India Standard Time",0
6864944,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,74.55.1.4,3128.0,80.0,,,-36616320.384271,134,"Jun 12, 2010 19:19:40.091521000 India Standard Time",0
5849085,00:01:02:72:ab:55,00:e0:b1:87:f5:94,97.74.104.201,192.168.1.105,443.0,17610.0,,,-36630055.922453,1434,"Jun 12, 2010 15:30:44.553339000 India Standard Time",0
5733204,00:0d:60:96:ad:25,00:e0:b1:87:f5:94,192.168.3.116,91.195.240.121,1576.0,80.0,,,-36631270.304712,60,"Jun 12, 2010 15:10:30.171080000 India Standard Time",0
6274295,00:09:6b:d8:7f:9a,00:e0:b1:87:f5:94,192.168.3.117,192.168.5.122,2292.0,80.0,,,-36625948.615661,144,"Jun 12, 2010 16:39:11.860131000 India Standard Time",1
8547120,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,3859.0,,,-36593944.463335,1434,"Jun 13, 2010 01:32:36.012457000 India Standard Time",1
7647187,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,64.41.142.72,4921.0,443.0,,,-36604011.34306,60,"Jun 12, 2010 22:44:49.132732000 India Standard Time",1
6128336,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.2.109,80.0,4616.0,,,-36627519.451417,1514,"Jun 12, 2010 16:13:01.024375000 India Standard Time",1
215014,08:00:27:b5:b7:19,00:1e:49:db:19:c3,,,,,,,11131.386747,60,"Aug 10, 2011 17:37:11.862539000 India Standard Time",0
4306055,00:01:02:72:ab:55,00:e0:b1:87:f5:94,76.74.255.122,192.168.4.120,80.0,3465.0,,,-36636997.698895,1514,"Jun 12, 2010 13:35:02.776897000 India Standard Time",1
2776504,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121103159.49813,96,"Oct  8, 2007 22:45:40.977662000 India Standard Time",0
7149689,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,75.101.147.64,3726.0,80.0,,,-36612922.024847,62,"Jun 12, 2010 20:16:18.450945000 India Standard Time",0
3755965,00:01:02:72:ab:55,00:e0:b1:87:f5:94,207.46.170.123,192.168.1.104,80.0,16379.0,,,-36646557.633212,1514,"Jun 12, 2010 10:55:42.842580000 India Standard Time",0
1098176,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,77.127.224.187,,,7600.0,7600.0,778829.381812,1098,"Aug 19, 2011 14:52:09.857604000 India Standard Time",0
2894096,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121101901.330145,60,"Oct  8, 2007 23:06:39.145647000 India Standard Time",0
3273103,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,152.66.249.135,1352.0,22.0,,,-121064527.293428,96,"Oct  9, 2007 09:29:33.182364000 India Standard Time",0
5439038,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,209.161.37.11,17085.0,80.0,,,-36631874.140723,60,"Jun 12, 2010 15:00:26.335069000 India Standard Time",0
6140706,00:01:02:72:ab:55,00:e0:b1:87:f5:94,97.74.144.108,192.168.2.108,80.0,3092.0,,,-36627484.070002,1514,"Jun 12, 2010 16:13:36.405790000 India Standard Time",0
6401541,00:01:02:72:ab:55,00:e0:b1:87:f5:94,64.193.120.26,192.168.1.105,80.0,18125.0,,,-36623375.769118,1434,"Jun 12, 2010 17:22:04.706674000 India Standard Time",0
4641703,00:01:02:72:ab:55,00:e0:b1:87:f5:94,78.136.20.64,192.168.2.112,80.0,1524.0,,,-36634315.373294,1434,"Jun 12, 2010 14:19:45.102498000 India Standard Time",1
6178605,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.3.115,80.0,2327.0,,,-36627329.773548,1434,"Jun 12, 2010 16:16:10.702244000 India Standard Time",0
4489703,00:01:02:72:ab:55,00:e0:b1:87:f5:94,174.129.210.119,192.168.1.101,80.0,4870.0,,,-36634604.904737,1514,"Jun 12, 2010 14:14:55.571055000 India Standard Time",0
5441333,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,192.168.5.122,17245.0,80.0,,,-36631870.425413,60,"Jun 12, 2010 15:00:30.050379000 India Standard Time",1
7988804,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,69.84.133.138,3193.0,80.0,,,-36597550.130956,60,"Jun 13, 2010 00:32:30.344836000 India Standard Time",1
1572147,00:44:66:fc:29:af,00:55:22:af:c6:37,213.186.33.91,172.16.2.2,80.0,4494.0,,,-121113951.371958,96,"Oct  8, 2007 19:45:49.103834000 India Standard Time",0
4223917,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49648.0,21608.0,,,-36639140.733742,1514,"Jun 12, 2010 12:59:19.742050000 India Standard Time",1
4393766,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.113.162.153,192.168.1.103,80.0,2103.0,,,-36634786.649682,1514,"Jun 12, 2010 14:11:53.826110000 India Standard Time",1
4447740,00:01:02:72:ab:55,00:e0:b1:87:f5:94,74.55.1.4,192.168.2.108,80.0,1625.0,,,-36634677.121019,1514,"Jun 12, 2010 14:13:43.354773000 India Standard Time",0
5670123,00:09:6b:03:e8:a4,00:e0:b1:87:f5:94,192.168.2.109,66.150.117.33,3584.0,80.0,,,-36631403.850577,60,"Jun 12, 2010 15:08:16.625215000 India Standard Time",1
8169462,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,3699.0,,,-36597084.865464,1434,"Jun 13, 2010 00:40:15.610328000 India Standard Time",1
3599175,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.122.28.3,192.168.4.120,80.0,2896.0,,,-36652044.952705,629,"Jun 12, 2010 09:24:15.523087000 India Standard Time",1
5084670,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,216.109.86.150,17399.0,80.0,,,-36632701.641449,60,"Jun 12, 2010 14:46:38.834343000 India Standard Time",0
5146651,00:01:02:72:ab:55,00:e0:b1:87:f5:94,97.74.104.219,192.168.2.112,80.0,1837.0,,,-36632428.664921,1434,"Jun 12, 2010 14:51:11.810871000 India Standard Time",1
8369257,00:01:02:72:ab:55,00:e0:b1:87:f5:94,198.164.30.2,192.168.5.122,,,53.0,52661.0,-36596042.077448,318,"Jun 13, 2010 00:57:38.398344000 India Standard Time",1
4204942,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.4.121,16934.0,49489.0,,,-36639152.118641,60,"Jun 12, 2010 12:59:08.357151000 India Standard Time",1
1253639,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,172.16.0.12,69.20.116.25,2230.0,25.0,,,-26562923.248965,60,"Oct  7, 2010 03:56:17.226827000 India Standard Time",0
6143176,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,208.48.156.18,2347.0,80.0,,,-36627478.258087,60,"Jun 12, 2010 16:13:42.217705000 India Standard Time",1
4799808,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1660.0,,,-36634015.124539,1434,"Jun 12, 2010 14:24:45.351253000 India Standard Time",1
8381163,00:01:02:72:ab:55,00:e0:b1:87:f5:94,63.245.221.11,192.168.2.113,80.0,3270.0,,,-36595843.694384,1434,"Jun 13, 2010 01:00:56.781408000 India Standard Time",1
5933199,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,209.62.20.192,2772.0,80.0,,,-36628568.244482,60,"Jun 12, 2010 15:55:32.231310000 India Standard Time",0
8179780,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,3699.0,,,-36597058.469149,1434,"Jun 13, 2010 00:40:42.006643000 India Standard Time",1
1372716,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,205.188.249.91,172.16.0.12,25.0,1701.0,,,-26561054.578667,103,"Oct  7, 2010 04:27:25.897125000 India Standard Time",0
6117797,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.2.109,80.0,4550.0,,,-36627542.782904,1514,"Jun 12, 2010 16:12:37.692888000 India Standard Time",1
3608082,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,174.133.126.130,2954.0,80.0,,,-36651817.791823,149,"Jun 12, 2010 09:28:02.683969000 India Standard Time",1
2852763,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121102343.081703,96,"Oct  8, 2007 22:59:17.394089000 India Standard Time",0
4844882,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1611.0,,,-36633917.535039,1434,"Jun 12, 2010 14:26:22.940753000 India Standard Time",1
8396536,00:01:02:72:ab:55,00:e0:b1:87:f5:94,80.66.211.179,192.168.5.122,45730.0,22.0,,,-36595166.220506,166,"Jun 13, 2010 01:12:14.255286000 India Standard Time",1
5654461,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1969.0,,,-36631433.90672,1434,"Jun 12, 2010 15:07:46.569072000 India Standard Time",1
1758012,00:44:66:fc:29:af,00:55:22:af:c6:37,195.56.172.222,172.16.2.2,80.0,1153.0,,,-121112932.187342,60,"Oct  8, 2007 20:02:48.288450000 India Standard Time",0
7608980,00:01:02:72:ab:55,00:e0:b1:87:f5:94,209.85.24.58,192.168.2.108,80.0,3809.0,,,-36605782.237985,1514,"Jun 12, 2010 22:15:18.237807000 India Standard Time",0
6160115,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.1.102,80.0,3076.0,,,-36627425.103825,1434,"Jun 12, 2010 16:14:35.371967000 India Standard Time",0
4897517,00:01:02:72:ab:55,00:e0:b1:87:f5:94,216.69.149.215,192.168.2.112,443.0,1694.0,,,-36633423.435213,1434,"Jun 12, 2010 14:34:37.040579000 India Standard Time",1
3496394,00:01:02:72:ab:55,00:e0:b1:87:f5:94,85.17.154.19,192.168.1.104,80.0,15916.0,,,-36653991.167788,318,"Jun 12, 2010 08:51:49.308004000 India Standard Time",0
6425685,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,68.71.208.17,18099.0,80.0,,,-36623330.509098,60,"Jun 12, 2010 17:22:49.966694000 India Standard Time",0
7347394,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,67.212.184.66,4177.0,80.0,,,-36610488.420782,60,"Jun 12, 2010 20:56:52.055010000 India Standard Time",0
9068299,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.2.111,21.0,4175.0,,,-36577668.581353,62,"Jun 13, 2010 06:03:51.894439000 India Standard Time",1
1057840,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,221.11.250.9,,,7600.0,7600.0,778293.414767,1098,"Aug 19, 2011 14:43:13.890559000 India Standard Time",0
856968,00:1e:49:db:19:c3,08:00:27:b5:b7:19,209.85.148.147,147.32.84.160,80.0,1969.0,,,453898.243134,1484,"Aug 15, 2011 20:36:38.718926000 India Standard Time",1
2778269,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121103143.225264,96,"Oct  8, 2007 22:45:57.250528000 India Standard Time",0
2543804,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121105728.74181,96,"Oct  8, 2007 22:02:51.733982000 India Standard Time",0
5238658,00:0d:60:96:ac:5e,00:e0:b1:87:f5:94,192.168.3.114,69.192.24.88,3860.0,80.0,,,-36632245.608602,60,"Jun 12, 2010 14:54:14.867190000 India Standard Time",0
1057728,00:1e:49:db:19:c3,08:00:27:b5:b7:19,113.199.221.128,147.32.84.165,,,44469.0,32234.0,778290.937667,145,"Aug 19, 2011 14:43:11.413459000 India Standard Time",0
6263789,00:01:02:72:ab:55,00:e0:b1:87:f5:94,74.63.40.21,192.168.4.120,80.0,4166.0,,,-36625991.332823,1434,"Jun 12, 2010 16:38:29.142969000 India Standard Time",1
3949292,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.192.24.88,192.168.1.103,80.0,1997.0,,,-36640856.693937,1514,"Jun 12, 2010 12:30:43.781855000 India Standard Time",1
4942907,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1708.0,,,-36633328.25494,1434,"Jun 12, 2010 14:36:12.220852000 India Standard Time",1
5861548,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,66.102.139.7,17619.0,80.0,,,-36629940.781874,60,"Jun 12, 2010 15:32:39.693918000 India Standard Time",0
8681837,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,64.12.131.163,4081.0,80.0,,,-36589668.158524,60,"Jun 13, 2010 02:43:52.317268000 India Standard Time",1
1075045,08:00:27:1f:65:4a,00:1e:49:db:19:c3,147.32.84.192,180.117.34.165,,,7600.0,55317.0,778550.314604,90,"Aug 19, 2011 14:47:30.790396000 India Standard Time",0
3628419,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,68.178.178.97,51446.0,80.0,,,-36651485.654961,60,"Jun 12, 2010 09:33:34.820831000 India Standard Time",0
2501347,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121106231.724813,96,"Oct  8, 2007 21:54:28.750979000 India Standard Time",0
4159377,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49472.0,63696.0,,,-36639177.292233,1514,"Jun 12, 2010 12:58:43.183559000 India Standard Time",1
5435558,00:01:02:72:ab:55,00:e0:b1:87:f5:94,63.240.89.10,192.168.1.105,80.0,17224.0,,,-36631879.60954,1434,"Jun 12, 2010 15:00:20.866252000 India Standard Time",0
1365423,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,172.16.0.12,65.55.37.88,1571.0,25.0,,,-26561293.666228,60,"Oct  7, 2010 04:23:26.809564000 India Standard Time",0
1993409,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,80.99.152.59,1475.0,5173.0,,,-121114033.992543,60,"Oct  8, 2007 19:44:26.483249000 India Standard Time",0
193345,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,184.154.132.106,1398.0,9541.0,,,9715.533287,60,"Aug 10, 2011 17:13:36.009079000 India Standard Time",1
2566633,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121105451.694478,66,"Oct  8, 2007 22:07:28.781314000 India Standard Time",0
5918390,00:01:02:72:ab:55,00:e0:b1:87:f5:94,62.48.76.70,192.168.1.104,80.0,17702.0,,,-36628790.862374,60,"Jun 12, 2010 15:51:49.613418000 India Standard Time",0
8828114,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,209.62.20.200,4423.0,80.0,,,-36585443.846131,60,"Jun 13, 2010 03:54:16.629661000 India Standard Time",1
6371132,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,2226.0,,,-36623919.541243,1434,"Jun 12, 2010 17:13:00.934549000 India Standard Time",1
3088467,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121099822.098011,60,"Oct  8, 2007 23:41:18.377781000 India Standard Time",0
3251486,00:44:66:fc:29:af,00:55:22:af:c6:37,152.66.249.135,172.16.2.2,22.0,1352.0,,,-121074131.725901,96,"Oct  9, 2007 06:49:28.749891000 India Standard Time",0
4980072,00:01:02:72:ab:55,00:e0:b1:87:f5:94,72.14.204.191,192.168.4.120,80.0,3750.0,,,-36633251.593658,1484,"Jun 12, 2010 14:37:28.882134000 India Standard Time",1
1141985,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,113.120.46.184,,,7600.0,7600.0,779382.82059,90,"Aug 19, 2011 15:01:23.296382000 India Standard Time",0
3041041,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121100368.547608,60,"Oct  8, 2007 23:32:11.928184000 India Standard Time",0
8991909,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,192.168.5.122,19002.0,21.0,,,-36579967.040262,93,"Jun 13, 2010 05:25:33.435530000 India Standard Time",1
5118042,00:02:55:7f:70:de,00:e0:b1:87:f5:94,192.168.4.119,203.73.24.75,1662.0,80.0,,,-36632589.99587,60,"Jun 12, 2010 14:48:30.479922000 India Standard Time",0
7403236,00:01:02:72:ab:55,00:e0:b1:87:f5:94,118.155.220.112,192.168.4.118,80.0,2991.0,,,-36608189.47206,1514,"Jun 12, 2010 21:35:11.003732000 India Standard Time",1
6552496,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.20.109.106,192.168.3.117,80.0,2569.0,,,-36622543.235225,1434,"Jun 12, 2010 17:35:57.240567000 India Standard Time",0
1882842,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,68.142.120.174,2805.0,80.0,,,-121112063.92741,60,"Oct  8, 2007 20:17:16.548382000 India Standard Time",0
6655771,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.192.24.88,192.168.2.108,80.0,3375.0,,,-36621399.49581,1514,"Jun 12, 2010 17:55:00.979982000 India Standard Time",0
7354989,00:01:02:72:ab:55,00:e0:b1:87:f5:94,64.202.188.237,192.168.2.112,443.0,2474.0,,,-36610109.309911,1434,"Jun 12, 2010 21:03:11.165881000 India Standard Time",1
4214678,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.4.121,61064.0,49491.0,,,-36639146.80148,60,"Jun 12, 2010 12:59:13.674312000 India Standard Time",1
8474544,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.122.28.26,192.168.4.120,80.0,2298.0,,,-36594596.064666,1514,"Jun 13, 2010 01:21:44.411126000 India Standard Time",1
242204,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,119.205.212.219,3838.0,25.0,,,13326.406061,62,"Aug 10, 2011 18:13:46.881853000 India Standard Time",1
7559070,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.4.120,80.0,4785.0,,,-36607539.268515,1434,"Jun 12, 2010 21:46:01.207277000 India Standard Time",1
3900667,00:0d:60:96:ac:f6,ff:ff:ff:ff:ff:ff,,,,,,,-36642576.306133,60,"Jun 12, 2010 12:02:04.169659000 India Standard Time",0
3778691,00:01:02:72:ab:55,00:e0:b1:87:f5:94,67.20.126.72,192.168.3.115,80.0,4017.0,,,-36646256.587936,60,"Jun 12, 2010 11:00:43.887856000 India Standard Time",0
6675060,00:0d:60:96:ad:25,00:e0:b1:87:f5:94,192.168.3.116,91.190.170.71,3426.0,80.0,,,-36620909.874985,60,"Jun 12, 2010 18:03:10.600807000 India Standard Time",0
2803185,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121102875.275338,96,"Oct  8, 2007 22:50:25.200454000 India Standard Time",0
1304730,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,172.16.0.12,153.19.64.203,3806.0,25.0,,,-26562297.195535,60,"Oct  7, 2010 04:06:43.280257000 India Standard Time",0
5435999,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1834.0,80.0,,,-36631879.052459,66,"Jun 12, 2010 15:00:21.423333000 India Standard Time",1
3221934,00:44:66:fc:29:af,00:55:22:af:c6:37,152.66.249.135,172.16.2.2,22.0,1352.0,,,-121087214.664459,60,"Oct  9, 2007 03:11:25.811333000 India Standard Time",0
3252656,00:44:66:fc:29:af,00:55:22:af:c6:37,152.66.249.135,172.16.2.2,22.0,1352.0,,,-121073624.838825,96,"Oct  9, 2007 06:57:55.636967000 India Standard Time",0
1950921,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,80.99.152.59,1453.0,5173.0,,,-121115259.938121,60,"Oct  8, 2007 19:24:00.537671000 India Standard Time",0
84041,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,213.246.53.125,2343.0,5296.0,,,5574.086242,60,"Aug 10, 2011 16:04:34.562034000 India Standard Time",1
4940713,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1708.0,80.0,,,-36633332.926326,60,"Jun 12, 2010 14:36:07.549466000 India Standard Time",1
1771164,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121112848.095604,60,"Oct  8, 2007 20:04:12.380188000 India Standard Time",0
2017441,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,89.132.1.151,1506.0,5511.0,,,-121113792.70445,60,"Oct  8, 2007 19:48:27.771342000 India Standard Time",0
6741904,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,174.121.74.194,4428.0,80.0,,,-36618678.045256,147,"Jun 12, 2010 18:40:22.430536000 India Standard Time",1
2872353,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121102132.164944,60,"Oct  8, 2007 23:02:48.310848000 India Standard Time",0
